Fecha;Estacion;Año;PM10;PM2.5;NO2;O3;SO2;sub_PM10;sub_PM2.5;sub_NO2;sub_O3;sub_SO2;ICA_diario;Categoria_ICA
2020-02-05;Politecnico;2020;9;7;13;48;4;1;1;1;1;1;1;Buena
2020-02-06;Politecnico;2020;17;15;19;34;5;1;2;1;1;1;2;Razonablemente buena
2020-02-07;Politecnico;2020;22;18;33;19;3;2;2;1;1;1;2;Razonablemente buena
2020-02-08;Politecnico;2020;30;28;21;26;3;2;4;1;1;1;4;Desfavorable
2020-02-09;Politecnico;2020;36;34;27;20;3;2;4;1;1;1;4;Desfavorable
2020-02-10;Politecnico;2020;8;7;19;28;3;1;1;1;1;1;1;Buena
2020-02-11;Politecnico;2020;17;14;25;20;3;1;2;1;1;1;2;Razonablemente buena
2020-02-12;Politecnico;2020;22;20;21;27;3;2;2;1;1;1;2;Razonablemente buena
2020-02-13;Politecnico;2020;35;33;26;23;4;2;4;1;1;1;4;Desfavorable
2020-02-14;Politecnico;2020;18;16;27;16;3;1;2;1;1;1;2;Razonablemente buena
2020-02-15;Politecnico;2020;29;28;19;28;3;2;4;1;1;1;4;Desfavorable
2020-02-16;Politecnico;2020;42;41;16;29;3;3;4;1;1;1;4;Desfavorable
2020-02-17;Politecnico;2020;48;46;22;28;3;3;4;1;1;1;4;Desfavorable
2020-02-18;Politecnico;2020;16;14;13;42;3;1;2;1;1;1;2;Razonablemente buena
2020-02-19;Politecnico;2020;10;10;19;36;3;1;1;1;1;1;1;Buena
2020-02-20;Politecnico;2020;17;15;22;27;3;1;2;1;1;1;2;Razonablemente buena
2020-02-21;Politecnico;2020;28;27;29;20;3;2;4;1;1;1;4;Desfavorable
2020-02-22;Politecnico;2020;27;26;23;33;3;2;4;1;1;1;4;Desfavorable
2020-02-23;Politecnico;2020;21;20;22;33;4;2;2;1;1;1;2;Razonablemente buena
2020-02-24;Politecnico;2020;20;18;34;27;4;1;2;1;1;1;2;Razonablemente buena
2020-02-25;Politecnico;2020;26;18;31;25;4;2;2;1;1;1;2;Razonablemente buena
2020-02-26;Politecnico;2020;12;9;22;33;3;1;1;1;1;1;1;Buena
2020-02-27;Politecnico;2020;21;11;20;33;4;2;2;1;1;1;2;Razonablemente buena
2020-02-28;Politecnico;2020;49;24;17;35;5;3;3;1;1;1;3;Regular
2020-02-29;Politecnico;2020;37;15;10;41;4;2;2;1;1;1;2;Razonablemente buena
2020-03-01;Politecnico;2020;7;4;3;58;5;1;1;1;2;1;2;Razonablemente buena
2020-03-02;Politecnico;2020;27;5;5;62;5;2;1;1;2;1;2;Razonablemente buena
2020-03-03;Politecnico;2020;8;4;7;51;5;1;1;1;2;1;2;Razonablemente buena
2020-03-04;Politecnico;2020;6;3;10;36;3;1;1;1;1;1;1;Buena
2020-03-05;Politecnico;2020;10;4;8;45;3;1;1;1;1;1;1;Buena
2020-03-06;Politecnico;2020;9;3;6;60;3;1;1;1;2;1;2;Razonablemente buena
2020-03-07;Politecnico;2020;6;4;11;53;3;1;1;1;2;1;2;Razonablemente buena
2020-03-08;Politecnico;2020;10;6;13;46;3;1;1;1;1;1;1;Buena
2020-03-09;Politecnico;2020;13;7;19;37;4;1;1;1;1;1;1;Buena
2020-03-10;Politecnico;2020;12;8;25;38;3;1;1;1;1;1;1;Buena
2020-03-11;Politecnico;2020;25;21;37;22;4;2;3;1;1;1;3;Regular
2020-03-12;Politecnico;2020;27;25;22;40;4;2;3;1;1;1;3;Regular
2020-03-13;Politecnico;2020;20;19;12;53;4;1;2;1;2;1;2;Razonablemente buena
2020-03-14;Politecnico;2020;15;13;13;36;3;1;2;1;1;1;2;Razonablemente buena
2020-03-15;Politecnico;2020;11;10;4;55;3;1;1;1;2;1;2;Razonablemente buena
2020-03-16;Politecnico;2020;5;4;6;60;3;1;1;1;2;1;2;Razonablemente buena
2020-03-17;Politecnico;2020;12;11;9;45;3;1;2;1;1;1;2;Razonablemente buena
2020-03-18;Politecnico;2020;15;14;7;56;3;1;2;1;2;1;2;Razonablemente buena
2020-03-19;Politecnico;2020;17;16;4;56;3;1;2;1;2;1;2;Razonablemente buena
2020-03-20;Politecnico;2020;12;12;6;67;3;1;2;1;2;1;2;Razonablemente buena
2020-03-21;Politecnico;2020;16;15;3;67;3;1;2;1;2;1;2;Razonablemente buena
2020-03-22;Politecnico;2020;9;9;2;67;4;1;1;1;2;1;2;Razonablemente buena
2020-03-23;Politecnico;2020;7;6;6;59;4;1;1;1;2;1;2;Razonablemente buena
2020-03-24;Politecnico;2020;10;9;2;73;3;1;1;1;2;1;2;Razonablemente buena
2020-03-25;Politecnico;2020;8;7;6;54;3;1;1;1;2;1;2;Razonablemente buena
2020-03-26;Politecnico;2020;11;10;8;49;4;1;1;1;1;1;1;Buena
2020-03-27;Politecnico;2020;9;8;6;58;4;1;1;1;2;1;2;Razonablemente buena
2020-03-28;Politecnico;2020;14;13;5;57;3;1;2;1;2;1;2;Razonablemente buena
2020-03-29;Politecnico;2020;11;10;7;50;3;1;1;1;1;1;1;Buena
2020-03-30;Politecnico;2020;14;12;7;53;3;1;2;1;2;1;2;Razonablemente buena
2020-03-31;Politecnico;2020;5;4;5;51;3;1;1;1;2;1;2;Razonablemente buena
2020-04-01;Politecnico;2020;3;2;5;62;3;1;1;1;2;1;2;Razonablemente buena
2020-04-02;Politecnico;2020;5;4;4;65;3;1;1;1;2;1;2;Razonablemente buena
2020-04-03;Politecnico;2020;8;8;6;55;3;1;1;1;2;1;2;Razonablemente buena
2020-04-04;Politecnico;2020;9;9;4;61;3;1;1;1;2;1;2;Razonablemente buena
2020-04-05;Politecnico;2020;11;10;3;70;3;1;1;1;2;1;2;Razonablemente buena
2020-04-06;Politecnico;2020;15;15;5;65;3;1;2;1;2;1;2;Razonablemente buena
2020-04-07;Politecnico;2020;15;15;4;77;3;1;2;1;2;1;2;Razonablemente buena
2020-04-08;Politecnico;2020;19;19;6;70;4;1;2;1;2;1;2;Razonablemente buena
2020-04-09;Politecnico;2020;18;18;5;74;4;1;2;1;2;1;2;Razonablemente buena
2020-04-10;Politecnico;2020;25;24;4;67;4;2;3;1;2;1;3;Regular
2020-04-11;Politecnico;2020;21;20;5;65;4;2;2;1;2;1;2;Razonablemente buena
2020-04-12;Politecnico;2020;23;21;3;81;4;2;3;1;2;1;3;Regular
2020-04-13;Politecnico;2020;17;16;3;93;3;1;2;1;2;1;2;Razonablemente buena
2020-04-14;Politecnico;2020;12;10;3;83;3;1;1;1;2;1;2;Razonablemente buena
2020-04-15;Politecnico;2020;22;21;5;56;3;2;3;1;2;1;3;Regular
2020-04-16;Politecnico;2020;23;21;6;61;3;2;3;1;2;1;3;Regular
2020-04-17;Politecnico;2020;21;19;6;55;3;2;2;1;2;1;2;Razonablemente buena
2020-04-18;Politecnico;2020;22;20;5;49;3;2;2;1;1;1;2;Razonablemente buena
2020-04-19;Politecnico;2020;7;6;3;62;3;1;1;1;2;1;2;Razonablemente buena
2020-04-20;Politecnico;2020;9;7;5;48;3;1;1;1;1;1;1;Buena
2020-04-21;Politecnico;2020;8;5;6;53;4;1;1;1;2;1;2;Razonablemente buena
2020-04-22;Politecnico;2020;7;5;5;59;4;1;1;1;2;1;2;Razonablemente buena
2020-04-23;Politecnico;2020;17;15;7;64;3;1;2;1;2;1;2;Razonablemente buena
2020-04-24;Politecnico;2020;18;17;6;62;3;1;2;1;2;1;2;Razonablemente buena
2020-04-25;Politecnico;2020;16;15;5;67;3;1;2;1;2;1;2;Razonablemente buena
2020-04-26;Politecnico;2020;16;15;3;60;3;1;2;1;2;1;2;Razonablemente buena
2020-04-27;Politecnico;2020;17;14;8;47;3;1;2;1;1;1;2;Razonablemente buena
2020-04-28;Politecnico;2020;7;5;4;61;3;1;1;1;2;1;2;Razonablemente buena
2020-04-29;Politecnico;2020;9;4;4;64;3.09401656471956;1;1;1;2;1;2;Razonablemente buena
2020-04-30;Politecnico;2020;6;3;3;61;3.10782014447909;1;1;1;2;1;2;Razonablemente buena
2020-05-01;Politecnico;2020;4;3;2;52;3.12162372423862;1;1;1;2;1;2;Razonablemente buena
2020-05-02;Politecnico;2020;5;4;5;43;3;1;1;1;1;1;1;Buena
2020-05-03;Politecnico;2020;7;6;8;51;3;1;1;1;2;1;2;Razonablemente buena
2020-05-04;Politecnico;2020;11;10;6;54;4;1;1;1;2;1;2;Razonablemente buena
2020-05-05;Politecnico;2020;11;10;10;43;3;1;1;1;1;1;1;Buena
2020-05-06;Politecnico;2020;11;9;7;47;3;1;1;1;1;1;1;Buena
2020-05-07;Politecnico;2020;16;12;8;55;3;1;2;1;2;1;2;Razonablemente buena
2020-05-08;Politecnico;2020;16;12;5;67;3;1;2;1;2;1;2;Razonablemente buena
2020-05-09;Politecnico;2020;20;16;4;65;3;1;2;1;2;1;2;Razonablemente buena
2020-05-10;Politecnico;2020;10;8;3;58;3;1;1;1;2;1;2;Razonablemente buena
2020-05-11;Politecnico;2020;6;3;4;58;4;1;1;1;2;1;2;Razonablemente buena
2020-05-12;Politecnico;2020;11;8;7;56;4;1;1;1;2;1;2;Razonablemente buena
2020-05-13;Politecnico;2020;7;4;10;65;3;1;1;1;2;1;2;Razonablemente buena
2020-05-14;Politecnico;2020;7;5;7;65;3;1;1;1;2;1;2;Razonablemente buena
2020-05-15;Politecnico;2020;6;4;8;54;3;1;1;1;2;1;2;Razonablemente buena
2020-05-16;Politecnico;2020;8;6;5;54;3;1;1;1;2;1;2;Razonablemente buena
2020-05-17;Politecnico;2020;9;7;5;55;3;1;1;1;2;1;2;Razonablemente buena
2020-05-18;Politecnico;2020;11;8;8;52;3;1;1;1;2;1;2;Razonablemente buena
2020-05-19;Politecnico;2020;16;11;10;68;3;1;2;1;2;1;2;Razonablemente buena
2020-05-20;Politecnico;2020;17;13;9;69;3;1;2;1;2;1;2;Razonablemente buena
2020-05-21;Politecnico;2020;18;14;12;69;4;1;2;1;2;1;2;Razonablemente buena
2020-05-22;Politecnico;2020;16;11;9;74;3;1;2;1;2;1;2;Razonablemente buena
2020-05-23;Politecnico;2020;13;10;8;71;3;1;1;1;2;1;2;Razonablemente buena
2020-05-24;Politecnico;2020;10;7;4;64;4;1;1;1;2;1;2;Razonablemente buena
2020-05-25;Politecnico;2020;19;15;8;54;4;1;2;1;2;1;2;Razonablemente buena
2020-05-26;Politecnico;2020;13;10;7;72;3;1;1;1;2;1;2;Razonablemente buena
2020-05-27;Politecnico;2020;17;12;9;82;3;1;2;1;2;1;2;Razonablemente buena
2020-05-28;Politecnico;2020;12;9;5;85;3;1;1;1;2;1;2;Razonablemente buena
2020-05-29;Politecnico;2020;16;9;12;79;3;1;1;1;2;1;2;Razonablemente buena
2020-05-30;Politecnico;2020;10;7;5;84;3;1;1;1;2;1;2;Razonablemente buena
2020-05-31;Politecnico;2020;7;5;4;89;4;1;1;1;2;1;2;Razonablemente buena
2020-06-01;Politecnico;2020;9;7;9;79;4;1;1;1;2;1;2;Razonablemente buena
2020-06-02;Politecnico;2020;11;7;9;76;3;1;1;1;2;1;2;Razonablemente buena
2020-06-03;Politecnico;2020;16;12;8;78;3;1;2;1;2;1;2;Razonablemente buena
2020-06-04;Politecnico;2020;13;8;9;62;4;1;1;1;2;1;2;Razonablemente buena
2020-06-05;Politecnico;2020;9;6;8;76;5;1;1;1;2;1;2;Razonablemente buena
2020-06-06;Politecnico;2020;13;9;8;75;4;1;1;1;2;1;2;Razonablemente buena
2020-06-07;Politecnico;2020;10;7;4;70;4;1;1;1;2;1;2;Razonablemente buena
2020-06-08;Politecnico;2020;5;4;7;46;3;1;1;1;1;1;1;Buena
2020-06-09;Politecnico;2020;8;5;6;65;3;1;1;1;2;1;2;Razonablemente buena
2020-06-10;Politecnico;2020;9;6;8;65;3;1;1;1;2;1;2;Razonablemente buena
2020-06-11;Politecnico;2020;14;7;10;67;3;1;1;1;2;1;2;Razonablemente buena
2020-06-12;Politecnico;2020;8;3;4;67;3;1;1;1;2;1;2;Razonablemente buena
2020-06-13;Politecnico;2020;5;3;5;76;3;1;1;1;2;1;2;Razonablemente buena
2020-06-14;Politecnico;2020;6;4;7;76;3;1;1;1;2;1;2;Razonablemente buena
2020-06-15;Politecnico;2020;7;5;9;64;3;1;1;1;2;1;2;Razonablemente buena
2020-06-16;Politecnico;2020;9;5;7;68;3;1;1;1;2;1;2;Razonablemente buena
2020-06-17;Politecnico;2020;6;5;8;68;4;1;1;1;2;1;2;Razonablemente buena
2020-06-18;Politecnico;2020;8;5;7;64;5;1;1;1;2;1;2;Razonablemente buena
2020-06-19;Politecnico;2020;5;4;6;63;4;1;1;1;2;1;2;Razonablemente buena
2020-06-20;Politecnico;2020;8;7;5;58;3;1;1;1;2;1;2;Razonablemente buena
2020-06-21;Politecnico;2020;8;7;5;57;3;1;1;1;2;1;2;Razonablemente buena
2020-06-22;Politecnico;2020;9;7;7;54;4;1;1;1;2;1;2;Razonablemente buena
2020-06-23;Politecnico;2020;7;5;4;61;4;1;1;1;2;1;2;Razonablemente buena
2020-06-24;Politecnico;2020;10;7;6;61;3;1;1;1;2;1;2;Razonablemente buena
2020-06-25;Politecnico;2020;9.95003370408985;7.10977110333111;5.78685021169469;72.0671996905035;3.24765187370719;1;1;1;2;1;2;Razonablemente buena
2020-06-26;Politecnico;2020;9;7;6;91;3;1;1;1;2;1;2;Razonablemente buena
2020-06-27;Politecnico;2020;14;10;6;75;3;1;1;1;2;1;2;Razonablemente buena
2020-06-28;Politecnico;2020;20;16;6;57;3;1;2;1;2;1;2;Razonablemente buena
2020-06-29;Politecnico;2020;23;17;6;58;3;2;2;1;2;1;2;Razonablemente buena
2020-06-30;Politecnico;2020;20;15;6;52;3;1;2;1;2;1;2;Razonablemente buena
2020-07-01;Politecnico;2020;23;16;7;61;3;2;2;1;2;1;2;Razonablemente buena
2020-07-02;Politecnico;2020;22;17;8;58;3;2;2;1;2;1;2;Razonablemente buena
2020-07-03;Politecnico;2020;14;9;5;60;3;1;1;1;2;1;2;Razonablemente buena
2020-07-04;Politecnico;2020;16;11;5;53;3;1;2;1;2;1;2;Razonablemente buena
2020-07-05;Politecnico;2020;14;10;5;59;3;1;1;1;2;1;2;Razonablemente buena
2020-07-06;Politecnico;2020;15;10;12;58;3;1;1;1;2;1;2;Razonablemente buena
2020-07-07;Politecnico;2020;13;8;8;60;3;1;1;1;2;1;2;Razonablemente buena
2020-07-08;Politecnico;2020;12;9;7;57;3;1;1;1;2;1;2;Razonablemente buena
2020-07-09;Politecnico;2020;15;10;9;61;3;1;1;1;2;1;2;Razonablemente buena
2020-07-10;Politecnico;2020;15;11;7;77;3;1;2;1;2;1;2;Razonablemente buena
2020-07-11;Politecnico;2020;18;14;4;68;3;1;2;1;2;1;2;Razonablemente buena
2020-07-12;Politecnico;2020;16;12;5;62;3;1;2;1;2;1;2;Razonablemente buena
2020-07-13;Politecnico;2020;15;11;6;63;3;1;2;1;2;1;2;Razonablemente buena
2020-07-14;Politecnico;2020;16;13;8;65;3;1;2;1;2;1;2;Razonablemente buena
2020-07-15;Politecnico;2020;15;11;7;77;3;1;2;1;2;1;2;Razonablemente buena
2020-07-16;Politecnico;2020;14;10;7;79;3;1;1;1;2;1;2;Razonablemente buena
2020-07-17;Politecnico;2020;13;10;5;65;3;1;1;1;2;1;2;Razonablemente buena
2020-07-18;Politecnico;2020;14;11;4;58;3;1;2;1;2;1;2;Razonablemente buena
2020-07-19;Politecnico;2020;14;11;3;67;3;1;2;1;2;1;2;Razonablemente buena
2020-07-20;Politecnico;2020;13;9;4;66;3;1;1;1;2;1;2;Razonablemente buena
2020-07-21;Politecnico;2020;12;10;5;55;3;1;1;1;2;1;2;Razonablemente buena
2020-07-22;Politecnico;2020;15;11;11;51;3;1;2;1;2;1;2;Razonablemente buena
2020-07-23;Politecnico;2020;14;9;13;61;3;1;1;1;2;1;2;Razonablemente buena
2020-07-24;Politecnico;2020;14;9;10;68;3;1;1;1;2;1;2;Razonablemente buena
2020-07-25;Politecnico;2020;10;8;6;72;3;1;1;1;2;1;2;Razonablemente buena
2020-07-26;Politecnico;2020;13;10;6;68;3;1;1;1;2;1;2;Razonablemente buena
2020-07-27;Politecnico;2020;16;12;8;73;3;1;2;1;2;1;2;Razonablemente buena
2020-07-28;Politecnico;2020;18;13;9;64;3;1;2;1;2;1;2;Razonablemente buena
2020-07-29;Politecnico;2020;20;14;6;61;3;1;2;1;2;1;2;Razonablemente buena
2020-07-30;Politecnico;2020;17;12;7;57;3;1;2;1;2;1;2;Razonablemente buena
2020-07-31;Politecnico;2020;20;14;9;63;3;1;2;1;2;1;2;Razonablemente buena
2020-08-01;Politecnico;2020;22;18;6;62;3;2;2;1;2;1;2;Razonablemente buena
2020-08-02;Politecnico;2020;20;16;7;49;3;1;2;1;1;1;2;Razonablemente buena
2020-08-03;Politecnico;2020;12;8;6;46;3;1;1;1;1;1;1;Buena
2020-08-04;Politecnico;2020;12;7;6;47;3;1;1;1;1;1;1;Buena
2020-08-05;Politecnico;2020;15;9;7;51;3;1;1;1;2;1;2;Razonablemente buena
2020-08-06;Politecnico;2020;11;7;8;50;3;1;1;1;1;1;1;Buena
2020-08-07;Politecnico;2020;15;8;12;60;3;1;1;1;2;1;2;Razonablemente buena
2020-08-08;Politecnico;2020;10;6;9;70;3;1;1;1;2;1;2;Razonablemente buena
2020-08-09;Politecnico;2020;12;8;8;68;3;1;1;1;2;1;2;Razonablemente buena
2020-08-10;Politecnico;2020;15;10;11;66;3;1;1;1;2;1;2;Razonablemente buena
2020-08-11;Politecnico;2020;15;10;8;62;3;1;1;1;2;1;2;Razonablemente buena
2020-08-12;Politecnico;2020;18;12;11;74;3;1;2;1;2;1;2;Razonablemente buena
2020-08-13;Politecnico;2020;20;14;12;67;3;1;2;1;2;1;2;Razonablemente buena
2020-08-14;Politecnico;2020;23;16;7;65;3;2;2;1;2;1;2;Razonablemente buena
2020-08-15;Politecnico;2020;21;16;6;63;3;2;2;1;2;1;2;Razonablemente buena
2020-08-16;Politecnico;2020;17;10;10;66;3;1;1;1;2;1;2;Razonablemente buena
2020-08-17;Politecnico;2020;15;9;8;71;3;1;1;1;2;1;2;Razonablemente buena
2020-08-18;Politecnico;2020;14;9;11;56;3;1;1;1;2;1;2;Razonablemente buena
2020-08-19;Politecnico;2020;16;9;9;66;4;1;1;1;2;1;2;Razonablemente buena
2020-08-20;Politecnico;2020;12;8;11;63;3;1;1;1;2;1;2;Razonablemente buena
2020-08-21;Politecnico;2020;16;10;8;61;3;1;1;1;2;1;2;Razonablemente buena
2020-08-22;Politecnico;2020;18;13;6;52;3;1;2;1;2;1;2;Razonablemente buena
2020-08-23;Politecnico;2020;16;12;7;48;3;1;2;1;1;1;2;Razonablemente buena
2020-08-24;Politecnico;2020;14;10;8;49;3;1;1;1;1;1;1;Buena
2020-08-25;Politecnico;2020;16;11;7;53;3;1;2;1;2;1;2;Razonablemente buena
2020-08-26;Politecnico;2020;15;12;7;51;3;1;2;1;2;1;2;Razonablemente buena
2020-08-27;Politecnico;2020;14;10;9;54;3;1;1;1;2;1;2;Razonablemente buena
2020-08-28;Politecnico;2020;17;13;8;57;3;1;2;1;2;1;2;Razonablemente buena
2020-08-29;Politecnico;2020;13;8;7;43;3;1;1;1;1;1;1;Buena
2020-08-30;Politecnico;2020;5;3;6;58;3;1;1;1;2;1;2;Razonablemente buena
2020-08-31;Politecnico;2020;10;4;8;58;3;1;1;1;2;1;2;Razonablemente buena
2020-09-01;Politecnico;2020;8;5;10;60;3;1;1;1;2;1;2;Razonablemente buena
2020-09-02;Politecnico;2020;8;5;7;67;3;1;1;1;2;1;2;Razonablemente buena
2020-09-03;Politecnico;2020;9;6;9;67;3;1;1;1;2;1;2;Razonablemente buena
2020-09-04;Politecnico;2020;10;6;13;67;4;1;1;1;2;1;2;Razonablemente buena
2020-09-05;Politecnico;2020;10;7;8;73;3;1;1;1;2;1;2;Razonablemente buena
2020-09-06;Politecnico;2020;10;7;6;71;3;1;1;1;2;1;2;Razonablemente buena
2020-09-07;Politecnico;2020;14;9;6;59;3;1;1;1;2;1;2;Razonablemente buena
2020-09-08;Politecnico;2020;10;6;10;61;4;1;1;1;2;1;2;Razonablemente buena
2020-09-09;Politecnico;2020;11;8;12;71;3;1;1;1;2;1;2;Razonablemente buena
2020-09-10;Politecnico;2020;13;10;12;70;3;1;1;1;2;1;2;Razonablemente buena
2020-09-11;Politecnico;2020;15;11;16;71;3;1;2;1;2;1;2;Razonablemente buena
2020-09-12;Politecnico;2020;14;11;8;82;3;1;2;1;2;1;2;Razonablemente buena
2020-09-13;Politecnico;2020;14;9;10;74;3;1;1;1;2;1;2;Razonablemente buena
2020-09-14;Politecnico;2020;16;10;13;71;3;1;1;1;2;1;2;Razonablemente buena
2020-09-15;Politecnico;2020;19;14;14;61;3;1;2;1;2;1;2;Razonablemente buena
2020-09-16;Politecnico;2020;24;19;14;56;4;2;2;1;2;1;2;Razonablemente buena
2020-09-17;Politecnico;2020;26;19;12;53;4;2;2;1;2;1;2;Razonablemente buena
2020-09-18;Politecnico;2020;13;10;11;40;3;1;1;1;1;1;1;Buena
2020-09-19;Politecnico;2020;7;5;8;51.4132960300731;3;1;1;1;2;1;2;Razonablemente buena
2020-09-20;Politecnico;2020;8;5;8;55.7547243038838;3;1;1;1;2;1;2;Razonablemente buena
2020-09-21;Politecnico;2020;10;7;11;64;3;1;1;1;2;1;2;Razonablemente buena
2020-09-22;Politecnico;2020;14;9;16;61;3;1;1;1;2;1;2;Razonablemente buena
2020-09-23;Politecnico;2020;17;10;21;55;3;1;1;1;2;1;2;Razonablemente buena
2020-09-24;Politecnico;2020;16;7;12;43;3;1;1;1;1;1;1;Buena
2020-09-25;Politecnico;2020;10;4;6;70;3;1;1;1;2;1;2;Razonablemente buena
2020-09-26;Politecnico;2020;6;2;6;66;3;1;1;1;2;1;2;Razonablemente buena
2020-09-27;Politecnico;2020;10;4;7;72;3;1;1;1;2;1;2;Razonablemente buena
2020-09-28;Politecnico;2020;14;7;13;67;3;1;1;1;2;1;2;Razonablemente buena
2020-09-29;Politecnico;2020;11;6;15;66;4;1;1;1;2;1;2;Razonablemente buena
2020-09-30;Politecnico;2020;11;7;15;66;5;1;1;1;2;1;2;Razonablemente buena
2020-10-01;Politecnico;2020;24;11;16;63;5;2;2;1;2;1;2;Razonablemente buena
2020-10-02;Politecnico;2020;31;7;8;61;4;2;1;1;2;1;2;Razonablemente buena
2020-10-03;Politecnico;2020;5;3;6;66;3;1;1;1;2;1;2;Razonablemente buena
2020-10-04;Politecnico;2020;7;4;5;63;3;1;1;1;2;1;2;Razonablemente buena
2020-10-05;Politecnico;2020;8;4;11;54;3;1;1;1;2;1;2;Razonablemente buena
2020-10-06;Politecnico;2020;15;7;21;51;3;1;1;1;2;1;2;Razonablemente buena
2020-10-07;Politecnico;2020;13;7;19;42;3;1;1;1;1;1;1;Buena
2020-10-08;Politecnico;2020;15;9;16;48;3;1;1;1;1;1;1;Buena
2020-10-09;Politecnico;2020;11;9;8;56;3;1;1;1;2;1;2;Razonablemente buena
2020-10-10;Politecnico;2020;13;10;7;57;4;1;1;1;2;1;2;Razonablemente buena
2020-10-11;Politecnico;2020;6;3;3;74;4;1;1;1;2;1;2;Razonablemente buena
2020-10-12;Politecnico;2020;8;4;11;67;3;1;1;1;2;1;2;Razonablemente buena
2020-10-13;Politecnico;2020;13;5;18;47;3;1;1;1;1;1;1;Buena
2020-10-14;Politecnico;2020;15;8;20;36;4;1;1;1;1;1;1;Buena
2020-10-15;Politecnico;2020;7;3;6;62;5;1;1;1;2;1;2;Razonablemente buena
2020-10-16;Politecnico;2020;13;7;11;75;5;1;1;1;2;1;2;Razonablemente buena
2020-10-17;Politecnico;2020;14;10;9;80;6;1;1;1;2;1;2;Razonablemente buena
2020-10-18;Politecnico;2020;13;9;9;78;5;1;1;1;2;1;2;Razonablemente buena
2020-10-19;Politecnico;2020;13;9;14;72;4;1;1;1;2;1;2;Razonablemente buena
2020-10-20;Politecnico;2020;18;13;15;71;4;1;2;1;2;1;2;Razonablemente buena
2020-10-21;Politecnico;2020;34;22;29;43;4;2;3;1;1;1;3;Regular
2020-10-22;Politecnico;2020;34;25;30;16;4;2;3;1;1;1;3;Regular
2020-10-23;Politecnico;2020;8;5;11;49;3;1;1;1;1;1;1;Buena
2020-10-24;Politecnico;2020;6;4;7;61;4.31805481170816;1;1;1;2;1;2;Razonablemente buena
2020-10-25;Politecnico;2020;8;5;4;73;4.48895631134849;1;1;1;2;1;2;Razonablemente buena
2020-10-26;Politecnico;2020;6;3;8;64;6;1;1;1;2;1;2;Razonablemente buena
2020-10-27;Politecnico;2020;9;4;12;53;5;1;1;1;2;1;2;Razonablemente buena
2020-10-28;Politecnico;2020;13;8;17;46;4;1;1;1;1;1;1;Buena
2020-10-29;Politecnico;2020;16;12;21;36;4;1;2;1;1;1;2;Razonablemente buena
2020-10-30;Politecnico;2020;25;20;20;42;5;2;2;1;1;1;2;Razonablemente buena
2020-10-31;Politecnico;2020;23;20;16;44;6;2;2;1;1;1;2;Razonablemente buena
2020-11-01;Politecnico;2020;22.2929207681976;19.6396948281031;15.2455397023243;47.2682353356027;4.2666127831362;2;2;1;1;1;2;Razonablemente buena
2020-11-02;Politecnico;2020;21.7993118193813;19.4187741948318;14.0277931434145;50.0099366970154;4.01079418923495;2;2;1;2;1;2;Razonablemente buena
2020-11-03;Politecnico;2020;25;21;15;53;3;2;3;1;2;1;3;Regular
2020-11-04;Politecnico;2020;6;4;8;54;3;1;1;1;2;1;2;Razonablemente buena
2020-11-05;Politecnico;2020;15;12;6;61;3.58470613951432;1;2;1;2;1;2;Razonablemente buena
2020-11-06;Politecnico;2020;22;17;5;70;3.54926362221157;2;2;1;2;1;2;Razonablemente buena
2020-11-07;Politecnico;2020;11;8;12;51;3;1;1;1;2;1;2;Razonablemente buena
2020-11-08;Politecnico;2020;10;7;16;30;3;1;1;1;1;1;1;Buena
2020-11-09;Politecnico;2020;13.3292427606797;9.36487435719117;23;21;3;1;1;1;1;1;1;Buena
2020-11-10;Politecnico;2020;15.3424903546936;11.2622322456713;16;36;4;1;2;1;1;1;2;Razonablemente buena
2020-11-11;Politecnico;2020;17.3557379487076;13.1595901341515;22;30;5;1;2;1;1;1;2;Razonablemente buena
2020-11-12;Politecnico;2020;19.3689855427215;15.0569480226317;20;28;4;1;2;1;1;1;2;Razonablemente buena
2020-11-13;Politecnico;2020;21.3822331367354;16.9543059111119;20;34;5;2;2;1;1;1;2;Razonablemente buena
2020-11-14;Politecnico;2020;23.3954807307494;18.851663799592;20;24;6;2;2;1;1;1;2;Razonablemente buena
2020-11-15;Politecnico;2020;25.4087283247633;20.7490216880722;8;32;4;2;3;1;1;1;3;Regular
2020-11-16;Politecnico;2020;27.4219759187773;22.6463795765524;14;31;4;2;3;1;1;1;3;Regular
2020-11-17;Politecnico;2020;29.4352235127912;24.5437374650325;16;31;4;2;3;1;1;1;3;Regular
2020-11-18;Politecnico;2020;33;27;16;38;4;2;4;1;1;1;4;Desfavorable
2020-11-19;Politecnico;2020;29.4666124852092;24.4968110258659;24;35;4;2;3;1;1;1;3;Regular
2020-11-20;Politecnico;2020;27.4847538636133;22.552526698219;24;27;5;2;3;1;1;1;3;Regular
2020-11-21;Politecnico;2020;25.5028952420173;20.6082423705721;15;38;4;2;3;1;1;1;3;Regular
2020-11-22;Politecnico;2020;23.5210366204214;18.6639580429253;12;50;3;2;2;1;1;1;2;Razonablemente buena
2020-11-23;Politecnico;2020;21.5391779988255;16.7196737152784;21;40;3;2;2;1;1;1;2;Razonablemente buena
2020-11-24;Politecnico;2020;19.5573193772295;14.7753893876315;26;29;4;1;2;1;1;1;2;Razonablemente buena
